order_id,item_id,product_id,quantity,list_price,discount,source,timesamp
333,1,18,2,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
333,2,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
333,3,3,1,999.99,0.2,Postgres,2024-05-02 01:02:30.140743
334,1,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
334,2,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
334,3,3,2,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
335,1,6,1,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
335,2,2,2,749.99,0.1,Postgres,2024-05-02 01:02:30.140743
335,3,21,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
336,1,4,1,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
336,2,12,1,549.99,0.2,Postgres,2024-05-02 01:02:30.140743
337,1,18,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
337,2,4,1,2899.99,0.05,Postgres,2024-05-02 01:02:30.140743
338,1,6,2,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
338,2,10,1,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
338,3,22,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
338,4,11,2,1680.99,0.07,Postgres,2024-05-02 01:02:30.140743
338,5,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
339,1,13,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
339,2,15,2,529.99,0.05,Postgres,2024-05-02 01:02:30.140743
340,1,11,1,1680.99,0.05,Postgres,2024-05-02 01:02:30.140743
340,2,24,1,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
340,3,13,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
340,4,12,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
340,5,10,2,1549.0,0.1,Postgres,2024-05-02 01:02:30.140743
341,1,23,2,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
342,1,26,1,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
342,2,9,1,2999.99,0.2,Postgres,2024-05-02 01:02:30.140743
342,3,16,2,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
343,1,20,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
343,2,25,1,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
343,3,5,2,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
343,4,10,1,1549.0,0.1,Postgres,2024-05-02 01:02:30.140743
344,1,22,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
344,2,18,2,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
344,3,14,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
345,1,18,2,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
345,2,24,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
346,1,13,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
346,2,23,1,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
346,3,21,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
346,4,15,1,529.99,0.05,Postgres,2024-05-02 01:02:30.140743
346,5,18,2,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
347,1,23,1,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
348,1,5,2,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
348,2,15,2,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
349,1,20,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
350,1,6,2,469.99,0.05,Postgres,2024-05-02 01:02:30.140743
350,2,20,1,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
350,3,3,1,999.99,0.07,Postgres,2024-05-02 01:02:30.140743
351,1,4,2,2899.99,0.05,Postgres,2024-05-02 01:02:30.140743
351,2,24,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
351,3,20,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
351,4,22,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
352,1,11,1,1680.99,0.2,Postgres,2024-05-02 01:02:30.140743
352,2,14,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
353,1,2,2,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
354,1,21,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
354,2,19,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
355,1,16,1,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
355,2,14,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
356,1,23,2,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
356,2,4,1,2899.99,0.05,Postgres,2024-05-02 01:02:30.140743
356,3,13,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
357,1,17,2,429.0,0.05,Postgres,2024-05-02 01:02:30.140743
357,2,21,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
357,3,24,1,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
357,4,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
358,1,21,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
358,2,6,2,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
358,3,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
358,4,18,2,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
359,1,15,2,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
359,2,9,2,2999.99,0.07,Postgres,2024-05-02 01:02:30.140743
359,3,7,2,3999.99,0.2,Postgres,2024-05-02 01:02:30.140743
360,1,26,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
360,2,7,2,3999.99,0.2,Postgres,2024-05-02 01:02:30.140743
360,3,13,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
360,4,25,1,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
361,1,24,2,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
361,2,6,2,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
361,3,11,1,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
362,1,2,1,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
363,1,21,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
363,2,14,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
363,3,15,1,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
363,4,20,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
364,1,25,2,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
365,1,24,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
366,1,21,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
366,2,4,1,2899.99,0.07,Postgres,2024-05-02 01:02:30.140743
366,3,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
367,1,26,2,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
367,2,14,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
367,3,10,2,1549.0,0.05,Postgres,2024-05-02 01:02:30.140743
368,1,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
368,2,10,2,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
368,3,21,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
368,4,19,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
369,1,10,2,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
370,1,25,2,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
370,2,4,2,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
371,1,14,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
371,2,12,1,549.99,0.2,Postgres,2024-05-02 01:02:30.140743
372,1,11,1,1680.99,0.05,Postgres,2024-05-02 01:02:30.140743
372,2,14,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
372,3,5,1,1320.99,0.1,Postgres,2024-05-02 01:02:30.140743
373,1,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
373,2,22,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
373,3,19,2,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
373,4,12,1,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
373,5,13,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
374,1,10,1,1549.0,0.1,Postgres,2024-05-02 01:02:30.140743
374,2,7,1,3999.99,0.07,Postgres,2024-05-02 01:02:30.140743
375,1,21,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
375,2,2,2,749.99,0.05,Postgres,2024-05-02 01:02:30.140743
375,3,4,2,2899.99,0.07,Postgres,2024-05-02 01:02:30.140743
375,4,12,2,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
376,1,2,2,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
376,2,23,2,299.99,0.1,Postgres,2024-05-02 01:02:30.140743
377,1,8,1,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
377,2,14,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
378,1,26,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
379,1,9,1,2999.99,0.07,Postgres,2024-05-02 01:02:30.140743
379,2,16,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
380,1,16,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
380,2,11,2,1680.99,0.05,Postgres,2024-05-02 01:02:30.140743
381,1,21,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
382,1,8,1,1799.99,0.1,Postgres,2024-05-02 01:02:30.140743
382,2,9,1,2999.99,0.1,Postgres,2024-05-02 01:02:30.140743
382,3,13,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
383,1,19,1,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
383,2,22,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
383,3,13,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
383,4,21,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
383,5,14,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
384,1,20,1,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
384,2,21,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
384,3,8,1,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
384,4,15,1,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
384,5,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
385,1,21,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
385,2,7,2,3999.99,0.2,Postgres,2024-05-02 01:02:30.140743
385,3,26,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
386,1,8,1,1799.99,0.2,Postgres,2024-05-02 01:02:30.140743
386,2,3,2,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
386,3,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
387,1,18,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
388,1,19,2,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
388,2,13,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
388,3,2,1,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
388,4,11,1,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
389,1,2,1,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
389,2,15,2,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
389,3,10,2,1549.0,0.05,Postgres,2024-05-02 01:02:30.140743
389,4,5,1,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
389,5,9,1,2999.99,0.2,Postgres,2024-05-02 01:02:30.140743
390,1,23,1,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
390,2,7,2,3999.99,0.07,Postgres,2024-05-02 01:02:30.140743
390,3,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
391,1,8,1,1799.99,0.07,Postgres,2024-05-02 01:02:30.140743
391,2,5,2,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
391,3,24,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
392,1,14,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
392,2,3,2,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
393,1,6,2,469.99,0.2,Postgres,2024-05-02 01:02:30.140743
394,1,23,1,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
394,2,16,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
394,3,14,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
395,1,14,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
396,1,12,1,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
396,2,25,2,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
396,3,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
397,1,7,1,3999.99,0.05,Postgres,2024-05-02 01:02:30.140743
398,1,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
398,2,18,2,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
398,3,25,1,499.99,0.2,Postgres,2024-05-02 01:02:30.140743
398,4,17,1,429.0,0.05,Postgres,2024-05-02 01:02:30.140743
399,1,25,1,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
399,2,11,2,1680.99,0.05,Postgres,2024-05-02 01:02:30.140743
399,3,14,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
400,1,24,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
400,2,9,1,2999.99,0.2,Postgres,2024-05-02 01:02:30.140743
400,3,3,2,999.99,0.2,Postgres,2024-05-02 01:02:30.140743
401,1,23,1,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
401,2,10,2,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
402,1,6,2,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
402,2,5,1,1320.99,0.07,Postgres,2024-05-02 01:02:30.140743
402,3,26,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
403,1,12,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
403,2,7,2,3999.99,0.2,Postgres,2024-05-02 01:02:30.140743
403,3,22,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
403,4,24,1,549.99,0.2,Postgres,2024-05-02 01:02:30.140743
404,1,9,1,2999.99,0.07,Postgres,2024-05-02 01:02:30.140743
404,2,25,2,499.99,0.05,Postgres,2024-05-02 01:02:30.140743
404,3,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
405,1,3,2,999.99,0.2,Postgres,2024-05-02 01:02:30.140743
405,2,10,2,1549.0,0.1,Postgres,2024-05-02 01:02:30.140743
405,3,14,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
406,1,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
407,1,20,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
407,2,5,1,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
408,1,18,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
408,2,3,1,999.99,0.07,Postgres,2024-05-02 01:02:30.140743
408,3,2,2,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
408,4,17,2,429.0,0.2,Postgres,2024-05-02 01:02:30.140743
409,1,15,1,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
409,2,16,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
409,3,21,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
410,1,25,1,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
410,2,9,2,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
410,3,24,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
411,1,2,1,749.99,0.07,Postgres,2024-05-02 01:02:30.140743
411,2,26,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
412,1,7,1,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
412,2,24,1,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
412,3,17,1,429.0,0.1,Postgres,2024-05-02 01:02:30.140743
413,1,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
413,2,25,1,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
413,3,9,1,2999.99,0.07,Postgres,2024-05-02 01:02:30.140743
414,1,4,2,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
415,1,3,1,999.99,0.07,Postgres,2024-05-02 01:02:30.140743
415,2,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
415,3,5,1,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
415,4,6,2,469.99,0.05,Postgres,2024-05-02 01:02:30.140743
416,1,22,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
416,2,14,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
416,3,24,1,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
417,1,26,2,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
417,2,6,2,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
418,1,12,1,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
418,2,20,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
419,1,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
420,1,17,2,429.0,0.2,Postgres,2024-05-02 01:02:30.140743
420,2,15,2,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
420,3,3,2,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
421,1,6,2,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
421,2,3,2,999.99,0.2,Postgres,2024-05-02 01:02:30.140743
421,3,20,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
421,4,4,1,2899.99,0.07,Postgres,2024-05-02 01:02:30.140743
421,5,23,2,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
422,1,20,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
423,1,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
423,2,17,1,429.0,0.2,Postgres,2024-05-02 01:02:30.140743
423,3,23,2,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
423,4,2,1,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
424,1,22,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
424,2,6,1,469.99,0.05,Postgres,2024-05-02 01:02:30.140743
425,1,6,1,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
425,2,21,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
425,3,19,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
426,1,10,1,1549.0,0.1,Postgres,2024-05-02 01:02:30.140743
426,2,23,2,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
427,1,12,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
427,2,15,2,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
427,3,26,2,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
428,1,5,2,1320.99,0.2,Postgres,2024-05-02 01:02:30.140743
428,2,14,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
429,1,11,1,1680.99,0.2,Postgres,2024-05-02 01:02:30.140743
429,2,4,2,2899.99,0.1,Postgres,2024-05-02 01:02:30.140743
429,3,5,2,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
429,4,6,1,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
429,5,2,1,749.99,0.1,Postgres,2024-05-02 01:02:30.140743
430,1,22,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
430,2,11,1,1680.99,0.07,Postgres,2024-05-02 01:02:30.140743
430,3,4,2,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
430,4,13,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
430,5,8,1,1799.99,0.2,Postgres,2024-05-02 01:02:30.140743
431,1,14,2,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
431,2,6,1,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
431,3,18,1,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
431,4,13,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
431,5,19,1,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
432,1,10,2,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
432,2,7,2,3999.99,0.05,Postgres,2024-05-02 01:02:30.140743
433,1,6,1,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
433,2,10,1,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
433,3,24,1,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
433,4,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
434,1,21,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
434,2,20,1,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
434,3,9,1,2999.99,0.2,Postgres,2024-05-02 01:02:30.140743
434,4,11,2,1680.99,0.07,Postgres,2024-05-02 01:02:30.140743
434,5,18,2,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
435,1,22,1,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
435,2,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
435,3,18,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
436,1,3,1,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
436,2,23,1,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
437,1,3,1,999.99,0.05,Postgres,2024-05-02 01:02:30.140743
437,2,10,1,1549.0,0.05,Postgres,2024-05-02 01:02:30.140743
437,3,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
438,1,4,1,2899.99,0.07,Postgres,2024-05-02 01:02:30.140743
438,2,22,1,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
438,3,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
438,4,13,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
439,1,6,2,469.99,0.07,Postgres,2024-05-02 01:02:30.140743
439,2,7,2,3999.99,0.05,Postgres,2024-05-02 01:02:30.140743
440,1,19,2,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
440,2,4,2,2899.99,0.07,Postgres,2024-05-02 01:02:30.140743
441,1,12,1,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
441,2,15,1,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
442,1,16,2,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
442,2,26,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
442,3,6,2,469.99,0.2,Postgres,2024-05-02 01:02:30.140743
443,1,5,1,1320.99,0.05,Postgres,2024-05-02 01:02:30.140743
443,2,26,1,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
444,1,22,1,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
444,2,15,2,529.99,0.07,Postgres,2024-05-02 01:02:30.140743
444,3,20,2,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
444,4,16,1,599.99,0.1,Postgres,2024-05-02 01:02:30.140743
444,5,10,2,1549.0,0.2,Postgres,2024-05-02 01:02:30.140743
445,1,7,1,3999.99,0.2,Postgres,2024-05-02 01:02:30.140743
445,2,16,1,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
445,3,23,1,299.99,0.2,Postgres,2024-05-02 01:02:30.140743
446,1,22,1,269.99,0.2,Postgres,2024-05-02 01:02:30.140743
446,2,16,2,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
447,1,4,2,2899.99,0.05,Postgres,2024-05-02 01:02:30.140743
447,2,3,1,999.99,0.1,Postgres,2024-05-02 01:02:30.140743
447,3,8,1,1799.99,0.07,Postgres,2024-05-02 01:02:30.140743
448,1,13,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
448,2,6,2,469.99,0.05,Postgres,2024-05-02 01:02:30.140743
449,1,17,2,429.0,0.05,Postgres,2024-05-02 01:02:30.140743
449,2,2,1,749.99,0.05,Postgres,2024-05-02 01:02:30.140743
449,3,7,2,3999.99,0.07,Postgres,2024-05-02 01:02:30.140743
449,4,26,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
450,1,24,1,549.99,0.05,Postgres,2024-05-02 01:02:30.140743
450,2,12,1,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
450,3,5,1,1320.99,0.1,Postgres,2024-05-02 01:02:30.140743
451,1,14,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
452,1,11,1,1680.99,0.05,Postgres,2024-05-02 01:02:30.140743
452,2,16,1,599.99,0.05,Postgres,2024-05-02 01:02:30.140743
452,3,7,2,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
452,4,8,1,1799.99,0.1,Postgres,2024-05-02 01:02:30.140743
453,1,23,1,299.99,0.05,Postgres,2024-05-02 01:02:30.140743
453,2,20,2,599.99,0.2,Postgres,2024-05-02 01:02:30.140743
453,3,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
454,1,25,2,499.99,0.07,Postgres,2024-05-02 01:02:30.140743
454,2,13,2,269.99,0.05,Postgres,2024-05-02 01:02:30.140743
454,3,24,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
455,1,9,1,2999.99,0.05,Postgres,2024-05-02 01:02:30.140743
456,1,17,2,429.0,0.07,Postgres,2024-05-02 01:02:30.140743
456,2,23,1,299.99,0.07,Postgres,2024-05-02 01:02:30.140743
457,1,24,2,549.99,0.07,Postgres,2024-05-02 01:02:30.140743
457,2,2,1,749.99,0.05,Postgres,2024-05-02 01:02:30.140743
457,3,7,2,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
457,4,17,1,429.0,0.2,Postgres,2024-05-02 01:02:30.140743
458,1,2,1,749.99,0.2,Postgres,2024-05-02 01:02:30.140743
458,2,21,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
458,3,11,1,1680.99,0.1,Postgres,2024-05-02 01:02:30.140743
458,4,24,1,549.99,0.2,Postgres,2024-05-02 01:02:30.140743
458,5,3,2,999.99,0.2,Postgres,2024-05-02 01:02:30.140743
459,1,11,1,1680.99,0.2,Postgres,2024-05-02 01:02:30.140743
460,1,19,1,449.0,0.05,Postgres,2024-05-02 01:02:30.140743
460,2,18,2,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
460,3,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
460,4,22,2,269.99,0.1,Postgres,2024-05-02 01:02:30.140743
461,1,16,1,599.99,0.07,Postgres,2024-05-02 01:02:30.140743
461,2,4,1,2899.99,0.2,Postgres,2024-05-02 01:02:30.140743
461,3,8,2,1799.99,0.05,Postgres,2024-05-02 01:02:30.140743
461,4,24,1,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
461,5,18,2,449.0,0.1,Postgres,2024-05-02 01:02:30.140743
462,1,12,2,549.99,0.1,Postgres,2024-05-02 01:02:30.140743
463,1,13,2,269.99,0.07,Postgres,2024-05-02 01:02:30.140743
464,1,7,1,3999.99,0.1,Postgres,2024-05-02 01:02:30.140743
465,1,6,2,469.99,0.1,Postgres,2024-05-02 01:02:30.140743
465,2,25,2,499.99,0.1,Postgres,2024-05-02 01:02:30.140743
466,1,19,2,449.0,0.2,Postgres,2024-05-02 01:02:30.140743
466,2,6,1,469.99,0.2,Postgres,2024-05-02 01:02:30.140743
466,3,7,2,3999.99,0.05,Postgres,2024-05-02 01:02:30.140743
466,4,15,1,529.99,0.1,Postgres,2024-05-02 01:02:30.140743
466,5,5,1,1320.99,0.1,Postgres,2024-05-02 01:02:30.140743
467,1,19,1,449.0,0.07,Postgres,2024-05-02 01:02:30.140743
467,2,10,1,1549.0,0.07,Postgres,2024-05-02 01:02:30.140743
