order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source,timesamp
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,Postgres,2024-04-30 07:25:43.343264
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,Postgres,2024-04-30 07:25:43.343264
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,Postgres,2024-04-30 07:25:43.343264
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,Postgres,2024-04-30 07:25:43.343264
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,Postgres,2024-04-30 07:25:43.343264
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,Postgres,2024-04-30 07:25:43.343264
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,Postgres,2024-04-30 07:25:43.343264
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,Postgres,2024-04-30 07:25:43.343264
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,Postgres,2024-04-30 07:25:43.343264
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,Postgres,2024-04-30 07:25:43.343264
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,Postgres,2024-04-30 07:25:43.343264
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,Postgres,2024-04-30 07:25:43.343264
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,Postgres,2024-04-30 07:25:43.343264
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,Postgres,2024-04-30 07:25:43.343264
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,Postgres,2024-04-30 07:25:43.343264
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,Postgres,2024-04-30 07:25:43.343264
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,Postgres,2024-04-30 07:25:43.343264
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,Postgres,2024-04-30 07:25:43.343264
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,Postgres,2024-04-30 07:25:43.343264
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,Postgres,2024-04-30 07:25:43.343264
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,Postgres,2024-04-30 07:25:43.343264
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,Postgres,2024-04-30 07:25:43.343264
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,Postgres,2024-04-30 07:25:43.343264
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,Postgres,2024-04-30 07:25:43.343264
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,Postgres,2024-04-30 07:25:43.343264
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,Postgres,2024-04-30 07:25:43.343264
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,Postgres,2024-04-30 07:25:43.343264
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,Postgres,2024-04-30 07:25:43.343264
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,Postgres,2024-04-30 07:25:43.343264
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,Postgres,2024-04-30 07:25:43.343264
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,Postgres,2024-04-30 07:25:43.343264
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,Postgres,2024-04-30 07:25:43.343264
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,Postgres,2024-04-30 07:25:43.343264
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,Postgres,2024-04-30 07:25:43.343264
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,Postgres,2024-04-30 07:25:43.343264
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,Postgres,2024-04-30 07:25:43.343264
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,Postgres,2024-04-30 07:25:43.343264
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,Postgres,2024-04-30 07:25:43.343264
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,Postgres,2024-04-30 07:25:43.343264
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,Postgres,2024-04-30 07:25:43.343264
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,Postgres,2024-04-30 07:25:43.343264
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,Postgres,2024-04-30 07:25:43.343264
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,Postgres,2024-04-30 07:25:43.343264
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,Postgres,2024-04-30 07:25:43.343264
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,Postgres,2024-04-30 07:25:43.343264
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,Postgres,2024-04-30 07:25:43.343264
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,Postgres,2024-04-30 07:25:43.343264
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,Postgres,2024-04-30 07:25:43.343264
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,Postgres,2024-04-30 07:25:43.343264
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,Postgres,2024-04-30 07:25:43.343264
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,Postgres,2024-04-30 07:25:43.343264
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,Postgres,2024-04-30 07:25:43.343264
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,Postgres,2024-04-30 07:25:43.343264
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,Postgres,2024-04-30 07:25:43.343264
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,Postgres,2024-04-30 07:25:43.343264
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,Postgres,2024-04-30 07:25:43.343264
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,Postgres,2024-04-30 07:25:43.343264
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,Postgres,2024-04-30 07:25:43.343264
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,Postgres,2024-04-30 07:25:43.343264
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,Postgres,2024-04-30 07:25:43.343264
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,Postgres,2024-04-30 07:25:43.343264
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,Postgres,2024-04-30 07:25:43.343264
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,Postgres,2024-04-30 07:25:43.343264
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,Postgres,2024-04-30 07:25:43.343264
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,Postgres,2024-04-30 07:25:43.343264
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,Postgres,2024-04-30 07:25:43.343264
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,Postgres,2024-04-30 07:25:43.343264
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,Postgres,2024-04-30 07:25:43.343264
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,Postgres,2024-04-30 07:25:43.343264
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,Postgres,2024-04-30 07:25:43.343264
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,Postgres,2024-04-30 07:25:43.343264
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,Postgres,2024-04-30 07:25:43.343264
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,Postgres,2024-04-30 07:25:43.343264
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,Postgres,2024-04-30 07:25:43.343264
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,Postgres,2024-04-30 07:25:43.343264
349,30,3,2016-08-03,2016-08-03,2016-08-04,1,3,Postgres,2024-04-30 07:25:43.343264
350,31,3,2016-08-03,2016-08-03,2016-08-04,1,3,Postgres,2024-04-30 07:25:43.343264
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,Postgres,2024-04-30 07:25:43.343264
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,Postgres,2024-04-30 07:25:43.343264
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,Postgres,2024-04-30 07:25:43.343264
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,Postgres,2024-04-30 07:25:43.343264
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,Postgres,2024-04-30 07:25:43.343264
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,Postgres,2024-04-30 07:25:43.343264
357,14,3,2016-08-05,2016-08-05,2016-08-06,3,8,Postgres,2024-04-30 07:25:43.343264
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,Postgres,2024-04-30 07:25:43.343264
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,Postgres,2024-04-30 07:25:43.343264
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,Postgres,2024-04-30 07:25:43.343264
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,Postgres,2024-04-30 07:25:43.343264
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,Postgres,2024-04-30 07:25:43.343264
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,Postgres,2024-04-30 07:25:43.343264
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,Postgres,2024-04-30 07:25:43.343264
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,Postgres,2024-04-30 07:25:43.343264
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,Postgres,2024-04-30 07:25:43.343264
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,Postgres,2024-04-30 07:25:43.343264
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,Postgres,2024-04-30 07:25:43.343264
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,Postgres,2024-04-30 07:25:43.343264
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,Postgres,2024-04-30 07:25:43.343264
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,Postgres,2024-04-30 07:25:43.343264
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,Postgres,2024-04-30 07:25:43.343264
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,Postgres,2024-04-30 07:25:43.343264
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,Postgres,2024-04-30 07:25:43.343264
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,Postgres,2024-04-30 07:25:43.343264
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,Postgres,2024-04-30 07:25:43.343264
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,Postgres,2024-04-30 07:25:43.343264
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,Postgres,2024-04-30 07:25:43.343264
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,Postgres,2024-04-30 07:25:43.343264
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,Postgres,2024-04-30 07:25:43.343264
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,Postgres,2024-04-30 07:25:43.343264
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,Postgres,2024-04-30 07:25:43.343264
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,Postgres,2024-04-30 07:25:43.343264
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,Postgres,2024-04-30 07:25:43.343264
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,Postgres,2024-04-30 07:25:43.343264
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,Postgres,2024-04-30 07:25:43.343264
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,Postgres,2024-04-30 07:25:43.343264
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,Postgres,2024-04-30 07:25:43.343264
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,Postgres,2024-04-30 07:25:43.343264
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,Postgres,2024-04-30 07:25:43.343264
391,61,3,2016-08-23,2016-08-23,2016-08-24,3,9,Postgres,2024-04-30 07:25:43.343264
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,Postgres,2024-04-30 07:25:43.343264
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,Postgres,2024-04-30 07:25:43.343264
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,Postgres,2024-04-30 07:25:43.343264
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,Postgres,2024-04-30 07:25:43.343264
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,Postgres,2024-04-30 07:25:43.343264
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,Postgres,2024-04-30 07:25:43.343264
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,Postgres,2024-04-30 07:25:43.343264
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,Postgres,2024-04-30 07:25:43.343264
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,Postgres,2024-04-30 07:25:43.343264
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,Postgres,2024-04-30 07:25:43.343264
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,Postgres,2024-04-30 07:25:43.343264
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,Postgres,2024-04-30 07:25:43.343264
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,Postgres,2024-04-30 07:25:43.343264
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,Postgres,2024-04-30 07:25:43.343264
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,Postgres,2024-04-30 07:25:43.343264
407,77,3,2016-09-01,2016-09-01,2016-09-02,3,8,Postgres,2024-04-30 07:25:43.343264
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,Postgres,2024-04-30 07:25:43.343264
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,Postgres,2024-04-30 07:25:43.343264
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,Postgres,2024-04-30 07:25:43.343264
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,Postgres,2024-04-30 07:25:43.343264
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,Postgres,2024-04-30 07:25:43.343264
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,Postgres,2024-04-30 07:25:43.343264
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,Postgres,2024-04-30 07:25:43.343264
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,Postgres,2024-04-30 07:25:43.343264
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,Postgres,2024-04-30 07:25:43.343264
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,Postgres,2024-04-30 07:25:43.343264
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,Postgres,2024-04-30 07:25:43.343264
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,Postgres,2024-04-30 07:25:43.343264
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,Postgres,2024-04-30 07:25:43.343264
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,Postgres,2024-04-30 07:25:43.343264
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,Postgres,2024-04-30 07:25:43.343264
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,Postgres,2024-04-30 07:25:43.343264
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,Postgres,2024-04-30 07:25:43.343264
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,Postgres,2024-04-30 07:25:43.343264
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,Postgres,2024-04-30 07:25:43.343264
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,Postgres,2024-04-30 07:25:43.343264
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,Postgres,2024-04-30 07:25:43.343264
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,Postgres,2024-04-30 07:25:43.343264
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,Postgres,2024-04-30 07:25:43.343264
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,Postgres,2024-04-30 07:25:43.343264
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,Postgres,2024-04-30 07:25:43.343264
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,Postgres,2024-04-30 07:25:43.343264
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Postgres,2024-04-30 07:25:43.343264
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,Postgres,2024-04-30 07:25:43.343264
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,Postgres,2024-04-30 07:25:43.343264
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,Postgres,2024-04-30 07:25:43.343264
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,Postgres,2024-04-30 07:25:43.343264
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,Postgres,2024-04-30 07:25:43.343264
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,Postgres,2024-04-30 07:25:43.343264
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,Postgres,2024-04-30 07:25:43.343264
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,Postgres,2024-04-30 07:25:43.343264
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,Postgres,2024-04-30 07:25:43.343264
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Postgres,2024-04-30 07:25:43.343264
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,Postgres,2024-04-30 07:25:43.343264
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,Postgres,2024-04-30 07:25:43.343264
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,Postgres,2024-04-30 07:25:43.343264
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,Postgres,2024-04-30 07:25:43.343264
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,Postgres,2024-04-30 07:25:43.343264
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,Postgres,2024-04-30 07:25:43.343264
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,Postgres,2024-04-30 07:25:43.343264
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,Postgres,2024-04-30 07:25:43.343264
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,Postgres,2024-04-30 07:25:43.343264
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,Postgres,2024-04-30 07:25:43.343264
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,Postgres,2024-04-30 07:25:43.343264
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,Postgres,2024-04-30 07:25:43.343264
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,Postgres,2024-04-30 07:25:43.343264
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,Postgres,2024-04-30 07:25:43.343264
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,Postgres,2024-04-30 07:25:43.343264
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,Postgres,2024-04-30 07:25:43.343264
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,Postgres,2024-04-30 07:25:43.343264
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,Postgres,2024-04-30 07:25:43.343264
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,Postgres,2024-04-30 07:25:43.343264
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,Postgres,2024-04-30 07:25:43.343264
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,Postgres,2024-04-30 07:25:43.343264
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,Postgres,2024-04-30 07:25:43.343264
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,Postgres,2024-04-30 07:25:43.343264
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,Postgres,2024-04-30 07:25:43.343264
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,Postgres,2024-04-30 07:25:43.343264
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,Postgres,2024-04-30 07:25:43.343264
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,Postgres,2024-04-30 07:25:43.343264
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,Postgres,2024-04-30 07:25:43.343264
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,Postgres,2024-04-30 07:25:43.343264
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,Postgres,2024-04-30 07:25:43.343264
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,Postgres,2024-04-30 07:25:43.343264
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,Postgres,2024-04-30 07:25:43.343264
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,Postgres,2024-04-30 07:25:43.343264
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,Postgres,2024-04-30 07:25:43.343264
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,Postgres,2024-04-30 07:25:43.343264
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,Postgres,2024-04-30 07:25:43.343264
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,Postgres,2024-04-30 07:25:43.343264
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,Postgres,2024-04-30 07:25:43.343264
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,Postgres,2024-04-30 07:25:43.343264
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,Postgres,2024-04-30 07:25:43.343264
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,Postgres,2024-04-30 07:25:43.343264
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,Postgres,2024-04-30 07:25:43.343264
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,Postgres,2024-04-30 07:25:43.343264
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,Postgres,2024-04-30 07:25:43.343264
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,Postgres,2024-04-30 07:25:43.343264
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,Postgres,2024-04-30 07:25:43.343264
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,Postgres,2024-04-30 07:25:43.343264
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,Postgres,2024-04-30 07:25:43.343264
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,Postgres,2024-04-30 07:25:43.343264
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,Postgres,2024-04-30 07:25:43.343264
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,Postgres,2024-04-30 07:25:43.343264
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,Postgres,2024-04-30 07:25:43.343264
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,Postgres,2024-04-30 07:25:43.343264
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,Postgres,2024-04-30 07:25:43.343264
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,Postgres,2024-04-30 07:25:43.343264
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,Postgres,2024-04-30 07:25:43.343264
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,Postgres,2024-04-30 07:25:43.343264
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,Postgres,2024-04-30 07:25:43.343264
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,Postgres,2024-04-30 07:25:43.343264
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,Postgres,2024-04-30 07:25:43.343264
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,Postgres,2024-04-30 07:25:43.343264
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,Postgres,2024-04-30 07:25:43.343264
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,Postgres,2024-04-30 07:25:43.343264
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,Postgres,2024-04-30 07:25:43.343264
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,Postgres,2024-04-30 07:25:43.343264
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,Postgres,2024-04-30 07:25:43.343264
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,Postgres,2024-04-30 07:25:43.343264
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,Postgres,2024-04-30 07:25:43.343264
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,Postgres,2024-04-30 07:25:43.343264
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,Postgres,2024-04-30 07:25:43.343264
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,Postgres,2024-04-30 07:25:43.343264
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,Postgres,2024-04-30 07:25:43.343264
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,Postgres,2024-04-30 07:25:43.343264
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,Postgres,2024-04-30 07:25:43.343264
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,Postgres,2024-04-30 07:25:43.343264
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,Postgres,2024-04-30 07:25:43.343264
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,Postgres,2024-04-30 07:25:43.343264
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,Postgres,2024-04-30 07:25:43.343264
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,Postgres,2024-04-30 07:25:43.343264
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,Postgres,2024-04-30 07:25:43.343264
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,Postgres,2024-04-30 07:25:43.343264
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,Postgres,2024-04-30 07:25:43.343264
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,Postgres,2024-04-30 07:25:43.343264
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,Postgres,2024-04-30 07:25:43.343264
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,Postgres,2024-04-30 07:25:43.343264
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,Postgres,2024-04-30 07:25:43.343264
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,Postgres,2024-04-30 07:25:43.343264
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,Postgres,2024-04-30 07:25:43.343264
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,Postgres,2024-04-30 07:25:43.343264
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,Postgres,2024-04-30 07:25:43.343264
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,Postgres,2024-04-30 07:25:43.343264
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,Postgres,2024-04-30 07:25:43.343264
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,Postgres,2024-04-30 07:25:43.343264
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,Postgres,2024-04-30 07:25:43.343264
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,Postgres,2024-04-30 07:25:43.343264
